Image,price,emi,a,size,b,c,society,d,location,possession,total_sqft,price_per_sqft,,description,image,e,agent,Title,cta,cta8
,Price on Request,,,,,,"Sector 19A, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"West End CHS in Nerul, Navi Mumbai is a residential project. West End CHS is a Ready to Move project. The project is scheduled for possession in Dec, 2004. It offers well-designed Apartment for sale. 2 BHK are available in West End CHS. Apartment, as per the area plan, are in the size of 1200.0 sq.ft.. The address of West End CHS is Sector 19 A, Near D Mart, Nerul, Mumbai.Life at West End CHS is suited for every age group. The property offers various offers a convenient living.Bank loan approved from major banks such as PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Fina...",,,,,View Phone,Contact
,Price on Request,,,,,,"Shiravane, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Heramb CHS is a residential project in Nerul, Navi Mumbai. Heramb CHS offers Apartment. Available configurations include 1 BHK. Apartment, as per the area plan, are in the size of 310.0 sq.ft.. The property is Ready to Move. Heramb CHS is located in Hanuman Mandir Marg, Sector 1, Shiravane, Nerul, Mumbai.Enjoy a class-apart lifestyle at Heramb CHS.Bank finance is approved by major financial institutions like PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL.Nerul is a prime area, with many attractions work and recreational ...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 6, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Beach View CHS in Sarsole, Navi Mumbai is a residential project. Beach View CHS is a Ready to Move project. The project is scheduled for possession in Nov, 2001. It offers well-designed Apartment for sale. 2 BHK are available in Beach View CHS. Apartment, as per the area plan, are in the size of 485.0 sq.ft.. The address of Beach View CHS is Nerul West, Mumbai.Life at Beach View CHS is suited for every age group. The property offers various offers a convenient living.Bank loan approved from major banks such as PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL,...",,,,,View Phone,Contact
,14.18 L - 25.88 L,EMI starts at 7.51 K,,,,,"Sector 6, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,4.50 K/sq.ft,,"Residential project, Raj Shiv Ganga Apartment in Navi Mumbai is offering units for sale in Nerul. Check out some Apartment that suit your lifestyle and liking. Possession date of Raj Shiv Ganga Apartment is Nov, 2012. The property offers 1 BHK units. As per the area plan, units are in the size range of 315.0 - 575.0 sq.ft.. This residential project was launched in January 2011. Contact for further details. Raj Shiv Ganga Apartment is located in Servey No. 157/002,  Sarsole, Sector 6, Nerul, Mumbai.In terms of facilities, Raj Shiv Ganga Apartment is loaded with multiple offerings such as Power ...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 28, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Sea Bridge is an upcoming housing project at Seawoods in Mumbai, being developed by Cidco. Keeping in mind the needs of modern lifestyle of residents, the project provides various amenities. Sea Bridge encompasses amenities such as 24 X 7 Security, Jogging Track, Club House, Gymnasium, Vaastu Compliant . ATMS, medical facilities, education institutions, and parks are within easy reach. The area is also well-connected by bus and road network.",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 19A, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Mainoon Apartment in Nerul, Navi Mumbai is a residential project. Mainoon Apartment is a Ready to Move project. The project is scheduled for possession in Dec, 1975. It offers well-designed Apartment for sale. Altogether, there is 1 building in Mainoon Apartment. 2 BHK are available in Mainoon Apartment. Apartment, as per the area plan, are in the size of 626.0 sq.ft.. The address of Mainoon Apartment is Nerul, Mumbai.Life at Mainoon Apartment is suited for every age group. The property offers various offers a convenient living.Bank loan approved from major banks such as PNB Housing Finance, A...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 19A, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"The spacious Apartment at Reputed Harbour Court comes with many modern amenities including . The Apartment size starts from 1550.0 sq ft. Nerul is well-connected to other parts of city by road, which passes through the heart of this suburb. Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 19A, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Powai Park Society is a residential project in Nerul, Navi Mumbai. Powai Park Society offers Apartment. Available configurations include 2 BHK. Apartment, as per the area plan, are in the size of 700.0 sq.ft.. The property is Ready to Move. Powai Park Society is located in Behind Arora Hotel, Nerul, Mumbai.Powai Park Society is equipped with various resident-centric amenities that includes Lift, Power Backup. Cycling & Jogging Track - these are some avenues for sports lovers. There is 24x7 Security. Enjoy a class-apart lifestyle at Powai Park Society.Bank finance is approved by major financial...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 29, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Monarch presents a housing project located in Nerul, Mumbai. In Maitri Tower, the interiors are thoughtfully designed to provide adequate space, light and ventilation to the residential units. Nerul is well-connected to other parts of the city via an extensive road.",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 27, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Victory Saga Tower is a residential project in Nerul, Navi Mumbai. Victory Saga Tower offers Apartment. Available configurations include 2 BHK. Apartment, as per the area plan, are in the size of 821.0 sq.ft.. The property is Ready to Move. There is 1 building for sale. The project was launched in March 2006 and possession date of Victory Saga Tower is Mar, 2007. Victory Saga Tower is located in Plot 97, Sector 27, Seawoods, Mumbai. The project is developed by Arvind Victory Realty.Enjoy a class-apart lifestyle at Victory Saga Tower.Located close to prominent suburbs of Navi Mumbai, the area o...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 6, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Reputed Durga Niwas, by Reputed Builders, is a high-end housing project located in Nerul West, Mumbai. It offers 1 BHK apartments for sale, with a carpet area of 575 square foot. The apartments are ready for immediate possession.The apartment includes car-parking facility for its residents.Reputed Durga Niwas is situated in a well-connected area of Mumbai that is serviced by local buses and trains. The nearest bus stops and train stations are within a 4 km radius.  There are several pubs, restaurants, and movie halls in the area located within a 5 km radius of the apartment. Examples include M...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 27, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Shree Om Sai Chs is a residential project in Nerul, Navi Mumbai. Shree Om Sai Chs offers Apartment. Available configurations include 2 BHK. Apartment, as per the area plan, are in the size of 970.0 sq.ft.. The property is Ready to Move. Shree Om Sai Chs is located in Seawoods, Mumbai.Enjoy a class-apart lifestyle at Shree Om Sai Chs.Bank finance is approved by major financial institutions like PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL.Nerul is a prime area, with many attractions work and recreational options just a ...",,,,,View Phone,Contact
https://is1-3.housingcdn.com/4f2250e8/478149a92c09734401b7c67c984619e3/v0/medium/mahaavir_darpan-nerul-mumbai-mahaavir_buildcon_llp.jpg.webp,Price on Request,,,,,,"Sector 27, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Maahavir Darpan is a reflection of the ultimate brilliance. It is vigilantly designed that showcases well-crafted apartments. It is a perfect residential area located in the thick of plush environment. The project is a place which is designed to cater the the dream house of its residents. The planning and executing is just superlative and idealistic for you to grab a place of your own. It is also well equipped with all up to date amenities. Living is Maahavir Darpan is an amazing experience which is a world in its own. An epitome of the state of the art services & infrastructures, it is a sket...",https://is1-2.housingcdn.com/0b8ad14c/06246ac1d4b82bea0419e664d70e162c/v1/thumb.jpg.webp,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 5, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Green House CHS in Nerul, Navi Mumbai is a residential project. Green House CHS is a Ready to Move project. The project is scheduled for possession in Dec, 2000. It offers well-designed Apartment for sale. 3 BHK are available in Green House CHS. Apartment, as per the area plan, are in the size of 1690.0 sq.ft.. The address of Green House CHS is Nerul, Mumbai.Life at Green House CHS is suited for every age group. The property offers various offers a convenient living.Bank loan approved from major banks such as PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL, ...",,,,,View Phone,Contact
,19 L - 40.5 L,EMI starts at 10.06 K,,,,,"Sector 6, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,10.00 K/sq.ft,,"Omprakash Galaxy Aura is a project by Omprakash Wadhuram Wadhwa in Navi Mumbai. It is a Ready to Move project. Omprakash Galaxy Aura offers some of the most conveniently designed Apartment. Located in Nerul, it is a residential project. It has 39 units. There is 1 building in this project. Omprakash Galaxy Aura offers some of the most exclusive 1 BHK. As per the area plan, units are in the size range of 190.0 - 405.0 sq.ft.. Launched in June 2017, Omprakash Galaxy Aura is slated for possession in Dec, 2020. The address of Omprakash Galaxy Aura is 29, Navi Mumbai (M Corp.), Thane, Near Nerul.Om...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 25, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Ahuja Constructions has launched Ahuja Kanchan Tower, a residential housing project located in Nerul at Nerul. The Apartment are very spacious and the size starts from 1150.0 sq ft. Ahuja Kanchan Tower is in close proximity to many reputed schools and hospitals. Mumbai Metropolitan Region is a prime area, with many attractions work and recreational options just a drive away. The project offers many amenities such as Landscaped Garden, Lift, 24x7 Security and Children's Play Area.",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 15, Belapur CBD,Navi Mumbai",,,Possession Status,Ready to Move,,,"C. Teja Signature is a grand residential project that will take you altogether to a new level of comfort and luxury. This man-made marvel is nothing less than a masterpiece to lead a 
luxurious life with your family and friends. You will discover breathtakingly beautiful 
surroundings, up to the brim amenities that allows unforgettable lifestyle experience. A perfect picture of peace and tranquility, C. Teja Signature is a prestigious paradigm for a well-designed residential premise. Its Indulgence with comfort brings a harmonious balance 
between natureâ??s richness and human conveniences. Hi...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 21, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Located near Nerul in Navi Mumbai, Reputed Shiv Karuna Apartment is an upcoming residential project from Reputed Builder. The project ready-to-move and offers all lifestyle facilities that make for a comfortable lifestyle. Reputed Shiv Karuna Apartment has Rainwater Harvesting. Restaurants, banks, hospitals, ATMs and schools are all within the vicinity, making everyday life easy. Nerul is also well-connected by public transport with other parts of Navi Mumbai.",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 21, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Mayuresh Group has launched Mayuresh Row House, a residential housing project located in Nerul at Nerul. The Villa are very spacious and the size starts from 2000.0 sq ft. Mayuresh Row House is in close proximity to many reputed schools and hospitals. Thane District is a prime area, with many attractions work and recreational options just a drive away. The project offers many amenities such as Landscaped Garden, Power Backup, Gymnasium and 24x7 Security.",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 19A, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"The spacious Apartment at Reputed Lenyadri Tower comes with many modern amenities including . The Apartment size starts from 680.0 sq ft. Nerul is well-connected to other parts of city by road, which passes through the heart of this suburb. Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.",,,,,View Phone,Contact
,1.44 Cr - 1.56 Cr,EMI starts at 71.49 K,,,,,"Sector 28, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,12.00 K/sq.ft,,"Akshar Siddhi Heights  is a project by Akshar Developers in Navi Mumbai. It is a Ready to Move project. Akshar Siddhi Heights  offers some of the most conveniently designed Apartment. Located in Nerul, it is a residential project. Akshar Siddhi Heights  offers some of the most exclusive 2 BHK. As per the area plan, units are in the size range of 1200.0 - 1300.0 sq.ft.. The address of Akshar Siddhi Heights  is Off Brahmagiri Road, Near Sahara Super Market, Nerul .Akshar Siddhi Heights  ensures a coveted lifestyle and offers a convenient living.All major banks such as PNB Housing Finance, Axis B...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 21, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Shree Builders Shiv Parvati is a project by Shree Builders Mumbai in Navi Mumbai. It is a Ready to Move project. Shree Builders Shiv Parvati offers some of the most conveniently designed Apartment. Located in Nerul, it is a residential project. Shree Builders Shiv Parvati offers some of the most exclusive 2 BHK. As per the area plan, units are in the size of 950.0 sq.ft.. The address of Shree Builders Shiv Parvati is Sec 21, Nerul, Mumbai.Shree Builders Shiv Parvati ensures a coveted lifestyle and offers a convenient living. It offers facilities such as Lift, Rainwater Harvesting, Power Backup...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 27, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Looking for Apartment in Nerul, Navi Mumbai?. Maatoshree Moreshwar Complex is a project by Maatoshree Shelters Pvt. Ltd.. The project is offering 1 BHK, 2 BHK. Maatoshree Moreshwar Complex is a Ready to Move residential project. There are 24 units. There is 1 building in this project. As per the area plan, units are in the size of 698.0 sq.ft.. Maatoshree Moreshwar Complex is located in Nerul, Navi Mumbai.Maatoshree Moreshwar Complex offers a host of facilities for residents. This includes Rainwater Harvesting. There is 24x7 Security. These amenities in Maatoshree Moreshwar Complex are those t...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 17, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Punit Park CHS is a residential project in Nerul, Navi Mumbai. Punit Park CHS offers Villa. Available configurations include 3.5 BHK. Villa, as per the area plan, are in the size of 1800.0 sq.ft.. The property is Ready to Move. Punit Park CHS is located in Nerul, Mumbai.Enjoy a class-apart lifestyle at Punit Park CHS.Bank finance is approved by major financial institutions like PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL.Nerul is a prime area, with many attractions work and recreational options just a drive away.",,,,,View Phone,Contact
,53.43 L - 89.7 L,EMI starts at 28.29 K,,,,,"Sector 50, Seawoods,Navi Mumbai",,,Possession Status,Ready to Move,7.80 K/sq.ft,,"Mohan Pride is that dream project that is soon going to be the apple of your eye. Crafted with

love, these homes reflect the passionate efforts put in their conceptualization. Every home has

something for everyone; young, adult, senior and others. The sophisticated design and

architectural marvel are the USPs of the project. Being equipped with state-of-the-art

facilities and unmatchable amenities, the project is surely the destination of your luxurious

lifestyle. The project ensures that the owners take pride in claiming it to be their dream homes

and also that they lead a p...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 21, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Navi Mumbai's residential project, Motwani Gardens is offering property for sale. Check out some Apartment. Available configurations include 2 BHK, 3 BHK formats in Nerul. It is a Ready to Move project by Motwani Builders. As per the area plan, units are in the size of 1500.0 sq.ft.. Motwani Gardens was launched in April 2008 and possession date is Nov, 2014. Motwani Gardens is located in Sector 21, Nerul, Mumbai.There are multiple amenities for residents at Motwani Gardens which includes Gymnasium, Power Backup. Young families with children will love the Children's Play Area, nearby apart fro...",,,,,View Phone,Contact
,97.35 L - 12.29 Cr,EMI starts at 48.33 K,,,,,"Karave Nagar, Seawoods,Navi Mumbai",,,Possession Status,Ready to Move,11.80 K/sq.ft,,"At Gahlot Avenue, living spaces ensures that apartment offers visual delight to its residents. It is designed in such a way that it provides garden to each and every flat on all the floors. The large courtyards can accommodate dense greenery with small woody trees, to create a feeling of sky gardens. At Gahlot Avenue, life goes beyond the living room. Here, the outdoors is manicured to inspire human imagination. Adding aesthetics to nature, this residency is a perfect destination for you to spend quality time with your loved ones.",,,,,View Phone,Contact
,Price on Request,,,,,,"Shiravane, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Reputed Hari Om Apartments is a housing project that is developed by Reputed Builders which is located at Nerul in Mumbai. This project has 1BHK apartments which have a carpet area of 530 square foot. The possession date for the apartments took place in December 2013 and is ready to be moved into.The apartment complex has basic amenities that would enhance comfortable living opportunities for the residents.Road transport is relatively close as the Shivaji Chowk Bus Stop is located just 400 metres away. Medical institutes like Suyash Nursing Home, Ashirwad Hospital and Harish Hospital are all l...",,,,,View Phone,Contact
,9.63 L - 14.71 L,EMI starts at 5.10 K,,,,,"Sector 20, Nerul,Navi Mumbai",,,Possession Starts,"Dec, 2018",4.50 K/sq.ft,,"Shree Mahalaxmi Aditi is a project by Shree Mahalaxmi Developers in Navi Mumbai. It is a Ready to Move project. Shree Mahalaxmi Aditi offers some of the most conveniently designed Apartment. Located in Nerul, it is a residential project. It has 24 units. There is 1 building in this project. Shree Mahalaxmi Aditi offers some of the most exclusive 1 BHK, 1 BHK. As per the area plan, units are in the size range of 214.0 - 327.0 sq.ft.. Launched in June 2015, Shree Mahalaxmi Aditi is slated for possession in Dec, 2018. The address of Shree Mahalaxmi Aditi is Neral.Shree Mahalaxmi Aditi ensures a co...",,,,,View Phone,Contact
,1.8 Cr - 4.06 Cr,EMI starts at 89.31 K,,,,,"Sector 28, Nerul,Navi Mumbai",,,Possession Starts,"Jan, 2013",14.00 K/sq.ft,,"Metro Tulsi Sagar is a residential project in Nerul, Navi Mumbai. Metro Tulsi Sagar offers Apartment. Available configurations include 2 BHK, 3 BHK, 4 BHK. Apartment, as per the area plan, are in the size range of 1285.0 - 2705.0 sq.ft.. The property is Ready to Move. There is 1 building for sale. The project was launched in November 2007 and possession date of Metro Tulsi Sagar is Jan, 2013. Metro Tulsi Sagar is located in Plot No. 106, Sector 28, Nerul, Mumbai. The project is developed by METRO DEVELOPMENT. There are 123 units for sale.Metro Tulsi Sagar is equipped with various resident-cent...",,,,,View Phone,Contact
,1.11 Cr - 1.27 Cr,EMI starts at 55.21 K,,,,,"Sector 50, Seawoods,Navi Mumbai",,,Possession Status,Ready to Move,11.00 K/sq.ft,,"As you stroll around Galaxy Shelter, you cannot help but appreciate the way the homes are integrated with the nature around. The project is perfectly planned by keeping in mind about the contemporary and classic designs that leads to luxurious lifestyle for its residents. Every apartments of Waterfront Highend Apartments is specially designed with maximum space and functional utility to suite today's lifestyle. The charm and grandeur of Galaxy Shelter take your breath away as every living space is featured with world-class amenities.",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 17, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Suyyash Bungalow is a residential project in Nerul, Navi Mumbai. Suyyash Bungalow offers Villa. Available configurations include 3 BHK. Villa, as per the area plan, are in the size of 4356.0 sq.ft.. The property is Ready to Move. Suyyash Bungalow is located in Nerul, Mumbai.Enjoy a class-apart lifestyle at Suyyash Bungalow.Bank finance is approved by major financial institutions like PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL.Nerul is a prime area, with many attractions work and recreational options just a drive away...",https://is1-3.housingcdn.com/0b8ad14c/9fe6e2d3d9bfc66b568c9ca7356d11d9/v2/thumb.png,,,,View Phone,Contact
https://is1-3.housingcdn.com/4f2250e8/505ba9f05ab1dd20c6d0eeea394ca0bc/v2/medium/om_shivam_kanchan_kutir-nerul-mumbai-om_shivam_builders.jpeg.webp,Price on Request,,,,,,"Sector 20, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Om Shivam Kanchan Kutir is a project that is helmed by Om Shivam Builders and is located in Nerul, Mumbai. The project offers up 1 and 2 BHK apartments of the measurements 550  875 sqaure foot. Nerul Railway Station is only 0.9 km away from it and bus stops like Kukshet Gaon, Nerul Gaondevi Chowk, Vidya Prasarak Shikshan and Prathamik Marathi Shala are all within a kilometre of the property. Facilities such as Shree Shiddhivinayak Hospital, Motilal Nehru Hindi School, Namdeo Bhagat Primary School and La Casa Special School also lay within a kilometre from Om Shivam Kanchan Kutir apartments.",,,,,View Phone,Contact
,1.33 Cr - 1.96 Cr,EMI starts at 66.20 K,,,,,"Sector 50, Seawoods,Navi Mumbai",,,Possession Status,Ready to Move,11.80 K/sq.ft,,Rattan Icon is a paradise created on earth. It can delight every soul on earth with its unlimited offerings. Every dwelling is crafted skilfully for assurance of happiness of your loved ones. From interior to the exterior everything here depicts apex niche that awaits you. Discover a space designed exclusively to cocoon you from the world outside. Youâ??ll experience it in the details of mart planning; every home has a balcony so that you can connect with natureâ??s freshness. You can live your dream and luxuriate your family with every comfort & amenities that promise better lifestyle.,,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 17, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Satkar Apartment is a residential project in Nerul, Navi Mumbai. Satkar Apartment offers Apartment. Available configurations include 1 BHK. Apartment, as per the area plan, are in the size of 400.0 sq.ft.. The property is Ready to Move. Satkar Apartment is located in Nerul, Mumbai.Enjoy a class-apart lifestyle at Satkar Apartment.Nerul is a prime area, with many attractions work and recreational options just a drive away.",,,,,View Phone,Contact
,1.35 Cr,EMI starts at 67.02 K,,,,,"Karave Nagar, Seawoods,Navi Mumbai",,,Possession Status,Ready to Move,10.57 K/sq.ft,,"Situated in a beautiful environment, Shelton Vista is an epitome of elegance and luxury. The vibrant shades of the aesthetic environment brings sunshine smiles on its residents. The manicured garden area is a great place for your kids to enjoy while parents and senior citizens can sit under a shaded seating area. From exquisite exteriors to well-planned interiors, Shelton Vista is beautifully designed so as to meet all your modern style requirements. Every apartment of the project is well entrenched with quality construction, modern fixtures and proper cross ventilation for fresh air. The inte...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 19, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Prerana CHS in Nerul, Navi Mumbai is a residential project. Prerana CHS is a Ready to Move project. The project is scheduled for possession in Dec, 2002. It offers well-designed Apartment for sale. 1 BHK are available in Prerana CHS. Apartment, as per the area plan, are in the size of 300.0 sq.ft.. The address of Prerana CHS is Nerul, Mumbai.Life at Prerana CHS is suited for every age group. The property offers various offers a convenient living.Bank loan approved from major banks such as PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 17, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Diamond Palace is a residential project in Nerul, Navi Mumbai. Diamond Palace offers Apartment. Available configurations include 1 BHK. Apartment, as per the area plan, are in the size of 600.0 sq.ft.. The property is Ready to Move. Diamond Palace is located in Nerul, Mumbai.Enjoy a class-apart lifestyle at Diamond Palace.Bank finance is approved by major financial institutions like PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL.Nerul is a prime area, with many attractions work and recreational options just a drive away....",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 6, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Parvati Sadan in Nerul, Navi Mumbai is a residential project. Parvati Sadan is a Ready to Move project. The project is scheduled for possession in Dec, 2006. It offers well-designed Apartment for sale. 1 BHK are available in Parvati Sadan. Apartment, as per the area plan, are in the size of 480.0 sq.ft.. The address of Parvati Sadan is Nerul West, Mumbai.Life at Parvati Sadan is suited for every age group. The property offers various offers a convenient living.Bank loan approved from major banks such as PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL, Citiba...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 6, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Sai Apartment is a residential project in Nerul, Navi Mumbai. Sai Apartment offers Apartment. Available configurations include 1 BHK. Apartment, as per the area plan, are in the size of 508.0 sq.ft.. The property is Ready to Move. Sai Apartment is located in Nerul West, Mumbai.Enjoy a class-apart lifestyle at Sai Apartment.Bank finance is approved by major financial institutions like PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL.Nerul is a prime area, with many attractions work and recreational options just a drive away...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 27, Nerul,Navi Mumbai",,,Possession Starts,"Jan, 2005",,,"Property for sale in Seawoods, Navi Mumbai. This project, that is, Om Shivam Yash Apartments is a well designed project by Om Shivam Builders. It is offering Ready to Move units. If you are looking at Apartment, you should check out Om Shivam Yash Apartments. Available configurations include 2 BHK. As per the area plan, units are in the size of 1300.0 sq.ft.. Om Shivam Yash Apartments was launched in January 2003. Project possession is slated for Jan, 2005. Om Shivam Yash Apartments is located in Plot No. 129, Sector - 44, Seawoods, Mumbai.Come home to Om Shivam Yash Apartments. These amenitie...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 28, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Akash Ganga in Nerul, Navi Mumbai is a residential project. Akash Ganga is a Ready to Move project. The project is scheduled for possession in Dec, 2006. It offers well-designed Apartment for sale. 3 BHK are available in Akash Ganga. Apartment, as per the area plan, are in the size of 1300.0 sq.ft.. The address of Akash Ganga is Seawoods, Mumbai.Life at Akash Ganga is suited for every age group. The property offers various offers a convenient living. It offers facilities such as Lift, Power Backup. Cycling & Jogging Track - these are some of the sports facilities that residents and sports enth...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 27, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"The spacious Apartment at Reputed West Winds comes with many modern amenities including . The Apartment size starts from 1100.0 sq ft. Seawoods is well-connected to other parts of city by road, which passes through the heart of this suburb. Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.",,,,,View Phone,Contact
,Price on Request,,,,,,"Karave Nagar, Seawoods,Navi Mumbai",,,Possession Status,Ready to Move,,,"Neelkanth Pride in Nerul, Navi Mumbai is a residential project. Neelkanth Pride is a Ready to Move project. The project is scheduled for possession in Nov, 2007. It offers well-designed Apartment for sale. 3 BHK are available in Neelkanth Pride. Apartment, as per the area plan, are in the size of 1350.0 sq.ft.. The address of Neelkanth Pride is Sector 42 A, Plot No 35 & 36, Nerul West.Life at Neelkanth Pride is suited for every age group. The property offers various offers a convenient living.Seawoods is a prime area, with many attractions work and recreational options just a drive away.",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 28, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Ishwar Group has lauched Ishwar Ecstasy in Nerul, Navi Mumbai. The project was launched in November 2007. It offers Ready to Move units. Popular configurations include 3 BHK units. As per the area plan, units are in the size of 2281.0 sq.ft.. There are 20 units in Ishwar Ecstasy. Overall, there is 1 building. The possession date of Ishwar Ecstasy is Nov, 2010. The address of Ishwar Ecstasy is # 401, Plot No 23, Sector 28, Nerul, Mumbai.Enjoy a host of facilities at Ishwar Ecstasy which includes Power Backup. There is 24x7 Security. Other provisions include access to Landscaped Garden, Maintena...",,,,,View Phone,Contact
,Price on Request,,,,,,"Sector 6, Nerul,Navi Mumbai",,,Possession Status,Ready to Move,,,"Gaon Devi CHS is a residential project in Nerul, Navi Mumbai. Gaon Devi CHS offers Apartment. Available configurations include 1 BHK. Apartment, as per the area plan, are in the size of 530.0 sq.ft.. The property is Ready to Move. There is 1 building for sale. Gaon Devi CHS is located in Nerul, Mumbai.Enjoy a class-apart lifestyle at Gaon Devi CHS.Bank finance is approved by major financial institutions like PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL.Nerul is a prime area, with many attractions work and recreational ...",,,,,View Phone,Contact
,Price on Request,,,,,,"Nerul, Navi Mumbai",,,Possession Status,Ready to Move,,,"The spacious Studio Apartment at Reputed Gajanan Society comes with many modern amenities including . The Studio Apartment size starts from 270.0 sq ft. Nerul is well-connected to other parts of city by road, which passes through the heart of this suburb. Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.",,,,,View Phone,Contact
